Date,Magnet_Temp,Magnet_Field,Field_SetPoint,VTI_Temp,Sample_Temp,NV_Percent,Temp_SetPoint
2022-10-05 12:20:41.284236,3.326,-0.0000,0.00000,82.6357,84.0960,3.9436,35.2777,64.2390%,10.0000
2022-10-05 14:02:02.837523,3.381,-0.0001,0.00000,1.5952,1.5895,3.4243,6.2650,15.5810%,1.7000
2022-10-05 14:18:43.315351,3.439,-0.0000,0.00000,1.8737,1.8614,3.3559,3.9004,13.1426%,1.7000
2022-10-05 16:19:11.888693,3.806,0.4154,0.00000,1.9005,1.8755,3.5539,5.0641,15.4269%,1.9000
2022-10-05 18:19:48.813083,3.289,-0.0000,0.00000,1.8873,1.8653,3.3016,4.9914,20.0702%,1.9000
2022-10-05 20:20:20.321204,3.286,0.0000,0.00000,1.9003,1.8701,3.3050,5.0683,17.9141%,1.9000
2022-10-05 22:20:50.952277,3.281,0.0000,0.00000,1.8998,1.8765,3.3013,5.0227,16.0723%,1.9000
2022-10-06 00:21:20.796324,3.281,0.0000,0.00000,1.8998,1.8760,3.2995,5.0520,16.0159%,1.9000
2022-10-06 02:21:51.013434,3.279,0.0000,0.00000,1.8998,1.8755,3.2988,4.9389,16.0632%,1.9000
2022-10-06 04:22:20.573054,3.277,-0.0000,0.00000,1.8990,1.8762,3.2928,5.0234,16.3531%,1.9000
2022-10-06 06:22:51.894065,3.276,0.0000,0.00000,1.9000,1.8778,3.2956,5.0069,16.8338%,1.9000
2022-10-06 08:23:23.281018,3.276,-0.0000,0.00000,1.9005,1.8745,3.2964,4.9757,17.0123%,1.9000
2022-10-06 10:15:49.873423,3.278,0.0000,0.00000,1.9007,1.8774,3.2972,4.8797,17.5296%,1.9000
2022-10-06 12:16:20.107105,3.508,1.4000,1.40000,3.2620,2.9016,3.5173,6.7375,20.8194%,3.0000
2022-10-06 13:08:48.455050,3.515,1.4000,1.40000,5.1803,4.8945,3.5252,6.8000,19.5209%,5.0000
2022-10-06 13:47:01.680245,3.516,1.4000,1.40000,19.9976,18.6841,3.5287,7.1100,21.7945%,20.0000
2022-10-11 10:06:05.345127,3.269,-0.0000,0.00000,80.2272,78.2309,3.2803,4.8070,19.2905%,79.0000
2022-10-11 10:28:20.405469,3.282,-0.0000,0.00000,79.0229,76.7564,3.3024,4.8754,19.9207%,79.0000
2022-10-11 10:43:39.399822,3.285,-0.0000,0.00000,None,None,None,None,None,None
2022-10-11 11:15:01.443722,3.290,-0.0000,0.00000,80.8649,95.2855,3.3072,5.0449,20.0961%,79.0000
2022-10-11 13:15:31.733791,3.651,0.0000,0.00000,5.0747,4.8689,3.7620,9.9763,19.0784%,5.0000
2022-10-11 13:21:02.608742,3.495,-0.0000,0.00000,2.1443,1.9363,3.4518,5.1130,12.6955%,1.7000
2022-10-11 14:44:40.889408,3.287,-0.0000,0.00000,2.0008,1.9223,3.3072,5.1396,18.6694%,2.0000
2022-10-11 16:45:10.949907,3.440,0.0000,0.00000,2.0178,1.9312,3.3784,4.6983,17.2503%,2.0000
2022-10-11 18:45:52.365865,3.427,0.0000,0.00000,1.9928,1.9280,3.3748,4.7378,15.6527%,2.0000
2022-10-11 20:46:22.137086,3.636,5.0237,3.50000,5.1822,4.8871,3.4886,5.0132,17.8943%,5.0000
2022-10-11 22:47:02.784849,3.517,-3.5000,-3.50000,5.1906,4.8646,3.4407,4.9861,17.8500%,5.0000
2022-10-12 00:47:34.741539,3.733,-1.0144,0.00000,5.1589,4.8824,3.5319,5.0259,14.9935%,5.0000
2022-10-12 10:14:34.821890,3.436,-0.0000,0.00000,5.1588,4.8863,3.3900,5.0294,15.9884%,5.0000
2022-10-12 10:29:55.551945,3.436,0.0000,0.00000,5.1610,4.8678,3.3881,4.8786,15.9869%,5.0000
2022-10-12 12:11:17.648774,3.436,0.0000,0.00000,5.1581,4.9224,3.3898,5.0423,16.4019%,5.0000
2022-10-12 12:41:41.663469,3.274,0.0000,0.00000,5.1569,4.8562,3.2863,4.7440,17.2641%,5.0000
2022-10-12 12:58:38.069554,3.406,0.0000,0.00000,5.1620,4.8740,3.3747,4.9380,17.7340%,5.0000
2022-10-12 14:59:08.183688,3.458,5.0000,5.00000,4.8818,4.5046,3.3999,4.9354,18.6801%,5.0000
2022-10-12 16:59:40.188577,3.427,-0.0000,0.00000,9.9963,9.8560,3.3681,4.5239,16.5087%,10.0000
2022-10-12 19:00:14.106770,3.443,-5.0000,-5.00000,20.2606,17.5116,3.3861,5.5086,17.2610%,20.0000
2022-10-12 21:00:47.485643,3.438,0.0000,0.00000,5.0782,4.8023,3.3737,4.6993,15.7839%,5.0000
2022-10-12 23:01:20.018149,3.286,0.0000,0.00000,19.9951,18.6685,3.3047,5.1286,18.4787%,20.0000
2022-10-13 01:01:53.961078,3.284,-0.0001,0.00000,20.0014,18.6837,3.3037,5.5015,17.8134%,20.0000
2022-10-13 03:02:27.276895,3.284,0.0000,0.00000,19.9963,18.6825,3.3029,5.1091,16.9940%,20.0000
2022-10-13 05:02:58.221942,3.282,0.0000,0.00000,19.9965,18.7110,3.2993,4.4386,16.3760%,20.0000
2022-10-13 07:03:31.357306,3.281,-0.0001,0.00000,20.0011,18.6751,3.3011,4.6203,16.8780%,20.0000
2022-10-13 09:04:03.810688,3.283,-0.0000,0.00000,19.9937,18.6383,3.3014,4.7634,17.2030%,20.0000
2022-10-13 11:04:34.317020,3.607,0.0355,4.00000,30.0086,28.5257,3.5155,4.8406,15.3918%,30.0000
2022-10-13 13:05:06.227687,3.633,-4.3655,-7.00000,29.9998,28.5456,3.4968,5.9910,17.2869%,30.0000
2022-10-13 15:05:46.745094,3.449,0.0000,0.00000,58.8323,56.5211,3.3830,4.1917,16.2707%,30.0000
2022-10-13 17:06:18.466321,3.435,-0.0000,0.00000,81.3061,79.3310,3.3792,4.9769,16.6567%,80.0000
2022-10-13 19:06:52.517304,3.292,-0.0000,0.00000,79.9990,77.7242,3.3124,5.0701,18.1842%,80.0000
2022-10-13 21:07:26.922404,3.286,-0.0000,0.00000,79.9989,77.7194,3.3003,4.8979,16.4843%,80.0000
2022-10-13 23:08:00.593963,3.284,0.0000,0.00000,80.0016,77.7131,3.3020,4.8707,16.4920%,80.0000
2022-10-14 01:08:34.550626,3.281,-0.0001,0.00000,79.9990,77.7219,3.2951,5.0637,16.6430%,80.0000
2022-10-14 03:09:09.277213,3.281,0.0000,0.00000,79.9999,77.7181,3.2952,4.6363,16.7529%,80.0000
2022-10-14 05:09:42.536029,3.280,-0.0000,0.00000,80.0001,77.7208,3.2977,5.2128,16.6232%,80.0000
2022-10-14 07:10:16.711620,3.278,-0.0000,0.00000,80.0000,77.7204,3.2952,4.4412,16.4187%,80.0000
2022-10-14 09:10:51.282279,3.278,-0.0000,0.00000,79.9985,77.7213,3.2951,4.9523,17.1176%,80.0000
2022-10-14 11:11:26.924847,3.278,-0.0001,0.00000,79.9987,77.7219,3.2945,5.1205,17.9141%,80.0000
2022-10-14 13:11:59.871200,3.293,0.0000,0.00000,75.5400,71.7459,3.3141,5.2449,18.1155%,5.0000
2022-10-14 15:12:32.885285,3.287,-0.0000,0.00000,15.8256,15.0025,3.3117,4.9200,16.2264%,5.0000
2022-10-14 16:16:08.186266,3.440,-0.0000,3.50000,5.1798,4.8895,3.3955,5.1376,15.3582%,5.0000
2022-10-14 18:16:40.376228,3.544,3.5000,3.50000,5.1997,4.8681,3.4686,5.0863,16.2081%,5.0000
2022-10-14 20:17:15.120010,3.613,-0.0775,-3.50000,5.1917,4.8453,3.4491,4.8891,17.8759%,5.0000
2022-10-14 22:17:57.090001,3.386,-7.0000,-7.00000,5.2140,4.8499,3.3638,4.8328,18.6603%,5.0000
2022-10-15 00:18:30.567992,3.478,-7.0000,-7.00000,13.9033,13.7664,3.4093,5.4596,15.7855%,15.0000
2022-10-15 02:19:04.459348,3.480,-7.0000,-7.00000,13.9045,13.7895,3.4146,4.7976,16.4187%,15.0000
2022-10-15 04:19:39.480250,3.481,-7.0000,-7.00000,13.9023,13.7680,3.4153,4.9994,17.1542%,15.0000
2022-10-15 06:20:13.259926,3.481,-7.0000,-7.00000,13.9057,13.7211,3.4160,5.4033,18.0758%,15.0000
2022-10-15 08:20:46.877597,3.483,-7.0000,-7.00000,13.9042,13.7811,3.4170,4.9004,18.1872%,15.0000
2022-10-15 10:21:20.950983,3.483,-7.0000,-7.00000,13.8979,13.7317,3.4158,5.0386,18.2971%,15.0000
2022-10-15 12:21:54.829988,3.487,-7.0000,-7.00000,49.9990,48.1922,3.4252,5.5497,18.6282%,50.0000
2022-10-15 14:22:28.252247,3.457,-0.0000,0.00000,59.8484,57.5451,3.3869,4.9347,16.0769%,15.0000
2022-10-15 14:40:33.528218,3.443,-0.0000,0.00000,53.7165,51.7760,3.3754,4.9081,17.9126%,15.0000
2022-10-15 14:47:56.170052,3.441,-0.0000,0.00000,51.0230,49.1716,3.3787,5.0424,18.6755%,15.0000
2022-10-15 16:48:28.238839,3.440,0.0000,0.00000,56.1821,53.9718,3.3899,4.5267,15.8572%,50.0000
2022-10-15 18:49:01.824982,3.284,-0.0000,0.00000,24.9977,23.6070,3.3056,5.0067,18.4298%,25.0000
2022-10-15 20:49:35.058977,3.448,7.0000,7.00000,24.9942,23.6219,3.3767,3.9987,17.7676%,25.0000
2022-10-15 22:50:09.310022,3.339,7.0000,7.00000,80.0021,77.7203,3.3372,5.2343,19.3713%,80.0000
2022-10-16 00:50:44.350022,3.343,7.0000,7.00000,80.0001,77.7204,3.3419,5.0396,16.3821%,80.0000
2022-10-16 02:51:17.580107,3.343,7.0000,7.00000,80.0015,77.7195,3.3370,4.9269,17.0489%,80.0000
2022-10-16 04:51:50.253012,3.343,7.0000,7.00000,80.0020,77.7164,3.3372,4.9719,18.0362%,80.0000
2022-10-16 06:52:24.496862,3.342,7.0000,7.00000,80.0014,77.7177,3.3388,5.1256,19.1302%,80.0000
2022-10-16 08:52:58.323982,3.350,7.0000,7.00000,80.0009,77.7163,3.3508,5.4290,17.5799%,80.0000
2022-10-16 10:53:31.756048,3.344,7.0000,7.00000,80.0007,77.7228,3.3419,4.9953,16.8109%,80.0000
2022-10-16 14:27:35.032173,3.799,-0.0016,7.00000,4.9905,4.6270,3.9542,10.2565,20.8927%,5.0000
2022-10-16 16:28:07.108995,3.610,6.8888,7.00000,5.2126,4.8679,3.4744,4.9550,17.7096%,5.0000
2022-10-16 18:28:48.614312,3.612,-6.6284,-7.00000,5.2020,4.8870,3.4783,5.1243,14.2443%,5.0000
2022-10-16 20:29:31.636003,3.454,0.0000,0.00000,5.1690,4.8757,3.4043,4.9728,15.1247%,5.0000
2022-10-16 22:30:06.607298,3.656,3.6644,3.00000,5.1805,4.8804,3.5090,5.3781,16.2890%,5.0000
2022-10-17 00:30:47.298876,3.619,-5.5681,-7.00000,5.2018,4.9135,3.4903,5.4311,17.0596%,5.0000
2022-10-17 02:31:29.896879,3.445,3.0000,3.00000,5.1662,4.8773,3.3855,4.8193,17.8622%,5.0000
2022-10-17 04:32:03.440943,3.420,0.0000,0.00000,14.9330,13.8502,3.3566,4.9798,15.1949%,15.0000
2022-10-17 06:32:37.251615,3.276,0.0000,0.00000,15.0042,13.7559,3.2996,5.0339,17.8622%,15.0000
2022-10-17 08:33:13.114984,3.275,0.0000,0.00000,15.0076,13.7758,3.2990,5.2327,16.9924%,15.0000
2022-10-17 10:33:47.345758,3.646,2.8836,7.00000,5.1779,4.9060,3.4944,4.9115,14.1726%,5.0000
2022-10-17 12:34:29.042649,3.641,-3.7153,-7.00000,5.2125,4.8589,3.4949,5.0613,16.3470%,5.0000
2022-10-17 14:35:13.104238,3.304,0.0000,-7.00000,79.0036,76.7515,3.3142,4.7062,18.7671%,79.0000
2022-10-18 11:15:25.211561,None,None,None,5.1588,4.8917,3.2961,5.1750,16.3088%,5.0000
2022-10-18 11:18:14.328879,3.275,-0.0000,-7.00000,5.1373,4.8675,3.2941,4.7783,16.4172%,5.0000
2022-10-18 13:18:46.605419,3.600,6.0612,0.00000,5.1791,4.8790,3.4666,5.0202,15.0103%,5.0000
2022-10-18 15:19:29.766248,3.635,-5.1892,0.00000,5.1763,4.8585,3.4986,5.1459,17.1878%,5.0000
2022-10-18 17:20:12.807221,3.449,-0.0000,0.00000,19.6561,18.9422,3.4092,5.4833,15.7595%,20.0000
2022-10-18 19:20:48.871177,3.702,1.6212,0.00000,5.1929,4.8995,3.5277,5.2890,15.5581%,5.0000
2022-10-18 21:21:33.906403,3.588,-6.3834,0.00000,11.7750,10.9181,3.4576,4.9040,16.5545%,5.0000
2022-10-18 23:22:17.878035,3.431,3.0000,7.00000,18.8257,17.9370,3.3812,4.3366,17.7569%,5.0000
2022-10-19 01:22:57.407992,3.422,-0.0000,0.00000,10.0176,9.8189,3.3573,4.5501,15.5428%,10.0000
2022-10-19 03:23:31.371982,3.322,-7.0000,-7.00000,19.9988,18.7222,3.3204,4.9541,15.3216%,20.0000
2022-10-19 05:24:05.321971,3.331,-7.0000,-7.00000,20.0019,18.7107,3.3343,5.6199,17.5006%,20.0000
2022-10-19 07:24:40.654122,3.335,-7.0000,-7.00000,19.9940,18.6896,3.3360,4.6405,15.8511%,20.0000
2022-10-19 09:25:14.524643,3.334,-7.0000,-7.00000,20.0005,18.6805,3.3364,4.1905,15.5123%,20.0000
2022-10-19 11:25:46.640010,3.335,-7.0000,-7.00000,20.0035,18.6356,3.3367,4.6008,17.0138%,20.0000
2022-10-19 13:26:20.153367,3.870,-0.1600,-7.00000,19.9971,18.6944,3.5828,4.8833,13.7972%,20.0000
2022-10-19 15:27:00.957680,3.435,-0.0000,-7.00000,20.0002,18.6397,3.3880,5.4304,17.6394%,20.0000
2022-10-19 17:27:35.352508,3.434,0.0000,-7.00000,20.0023,18.6549,3.3905,5.4015,17.7325%,20.0000
2022-10-19 19:28:07.220538,3.433,0.0000,-7.00000,20.0044,18.6489,3.3899,5.5860,16.6018%,20.0000
2022-10-19 21:28:41.656143,3.625,4.0905,7.00000,5.1795,4.8731,3.4803,5.0013,14.5235%,5.0000
2022-10-19 23:29:24.799622,3.437,0.0000,0.00000,19.9765,18.7059,3.3869,4.1236,17.6440%,20.0000
2022-10-20 01:29:58.632025,3.750,-0.7811,0.00000,5.1657,4.8971,3.5358,5.0146,16.5911%,5.0000
2022-10-20 03:30:41.810968,3.452,7.0000,7.00000,9.5144,9.4367,3.3907,4.8775,14.8547%,10.0000
2022-10-20 05:31:15.259621,3.461,-3.0000,-3.00000,5.1810,4.9025,3.4022,4.8946,16.9467%,5.0000
2022-10-20 07:31:50.190493,3.729,-1.0374,0.00000,5.1592,4.8822,3.5310,5.1758,13.8521%,5.0000
2022-10-20 09:32:32.304147,3.276,-0.0000,0.00000,78.0843,77.9803,3.2845,4.7359,18.1674%,79.0000
2022-10-20 10:15:47.076593,3.291,0.0000,0.00000,None,None,None,None,None,None
2022-10-20 16:00:17.084865,3.281,-0.0000,0.00000,86.8527,94.4743,3.2929,4.5847,16.4553%,79.0000
2022-10-20 16:04:03.400995,3.283,0.0000,0.00000,88.7993,92.1995,3.2960,5.1371,16.5698%,1.7000
2022-10-20 16:42:41.290193,3.456,0.0000,0.00000,89.5842,85.1665,3.4119,5.1594,16.3622%,1.7000
2022-10-20 18:43:13.570065,3.287,0.0000,0.00000,47.0447,45.3637,3.3085,5.4746,15.7168%,1.7000
2022-10-20 20:43:47.204013,3.275,0.0000,0.00000,1.6970,1.6182,3.2992,4.9700,15.2911%,1.7000
2022-10-20 22:44:20.978973,3.274,-0.0000,0.00000,1.7014,1.6192,3.2959,4.9725,16.0555%,1.7000
2022-10-21 00:44:56.159017,3.273,-0.0000,0.00000,1.7037,1.6156,3.2952,4.9977,16.4523%,1.7000
2022-10-21 02:45:29.595485,3.271,0.0000,0.00000,1.6997,1.6175,3.2929,5.0163,16.4660%,1.7000
2022-10-21 04:46:02.923645,3.270,0.0000,0.00000,1.6984,1.6159,3.2923,4.9992,16.3134%,1.7000
2022-10-21 06:46:36.767337,3.271,0.0000,0.00000,1.6971,1.6165,3.2953,5.0050,16.1364%,1.7000
2022-10-21 08:47:10.281963,3.271,-0.0001,0.00000,1.6984,1.6169,3.2941,5.0158,15.6252%,1.7000
2022-10-21 10:47:43.847123,3.273,0.0000,0.00000,13.5304,14.7746,3.2940,5.1547,15.3399%,1.7000
2022-10-21 12:48:18.709993,3.592,0.0000,0.00000,299.9930,294.1953,3.4405,4.9245,16.3104%,300.000
2022-10-21 14:48:52.226958,3.643,-0.0000,0.00000,300.1416,294.1886,3.4630,4.8899,16.4614%,300.000
2022-10-21 16:49:25.792448,3.646,0.0000,0.00000,1.1986,294.1998,3.4713,4.9208,17.4807%,300.000
2022-10-21 18:49:57.094269,3.642,0.0000,0.00000,1.1986,294.1974,3.4702,4.9125,16.1181%,300.000
2022-10-21 20:50:30.516710,3.638,0.0000,0.00000,1.1986,294.2038,3.4648,5.0648,16.2646%,300.000
2022-10-21 22:51:04.352281,3.636,0.0000,0.00000,1.1986,294.1928,3.4646,4.9567,16.5606%,300.000
2022-10-22 00:51:37.647453,3.637,0.0000,0.00000,1.1986,294.2052,3.4636,5.1868,17.2473%,300.000
2022-10-22 02:52:11.089711,3.639,0.0000,0.00000,1.1986,294.1918,3.4714,5.3462,16.8460%,300.000
2022-10-22 04:52:43.247044,3.636,-0.0000,0.00000,1.1986,294.1901,3.4658,5.2077,16.1395%,300.000
2022-10-22 06:53:17.905284,3.639,-0.0000,0.00000,1.1986,294.2103,3.4703,4.9438,16.3485%,300.000
2022-10-22 08:53:50.846864,3.636,0.0000,0.00000,1.1986,294.2037,3.4668,4.9547,17.7539%,300.000
2022-10-22 10:54:24.932177,3.645,-0.0000,0.00000,1.1986,294.1967,3.4819,5.0853,18.5122%,300.000
2022-10-22 12:54:58.334991,3.640,0.0000,0.00000,1.1986,294.1895,3.4692,5.0009,16.0647%,300.000
2022-10-22 14:55:31.676069,3.639,-0.0000,0.00000,1.1986,294.2091,3.4671,5.1552,16.1563%,300.000
2022-10-22 16:56:04.947635,3.604,-0.0000,0.00000,1.1986,163.1692,3.6383,6.5409,16.5866%,300.000
2022-10-22 18:56:38.537443,3.318,-0.0000,0.00000,1.1986,104.6509,3.3241,5.3612,18.6786%,300.000
2022-10-22 20:57:14.051630,3.288,-0.0000,0.00000,1.1986,52.3862,3.3059,5.0934,15.4879%,300.000
2022-10-22 22:57:47.452490,3.273,0.0000,0.00000,1.1986,2.7870,3.2942,4.8907,15.3628%,300.000
2022-10-23 00:58:21.386605,3.274,0.0000,0.00000,1.1986,2.7970,3.2999,5.0357,17.8149%,300.000
2022-10-23 02:58:55.885008,3.272,-0.0000,0.00000,1.1986,2.7891,3.2981,4.9563,16.8994%,300.000
2022-10-23 04:59:29.981619,3.271,-0.0000,0.00000,1.1986,2.7821,3.2976,5.0375,15.8145%,300.000
2022-10-23 07:00:04.822251,3.269,0.0000,0.00000,1.1986,2.7892,3.2946,4.9847,15.1339%,300.000
2022-10-23 09:00:40.746041,3.267,0.0000,0.00000,1.1986,2.7775,3.2929,4.9329,15.4406%,300.000
2022-10-23 11:01:16.262981,3.268,0.0000,0.00000,1.1986,2.7981,3.2922,5.0958,16.6979%,300.000
2022-10-23 13:01:49.845915,3.274,0.0000,0.00000,1.1986,2.7893,3.2976,4.9368,17.9110%,300.000
2022-10-23 15:02:22.850186,3.273,-0.0000,0.00000,1.1986,2.7594,3.2970,5.0945,17.1511%,300.000
2022-10-23 17:02:56.845024,3.274,0.0000,0.00000,1.1986,2.7335,3.3019,5.0218,16.3668%,300.000
2022-10-23 19:03:30.397007,3.275,0.0000,0.00000,1.1986,2.7650,3.3000,5.0161,15.4528%,300.000
2022-10-23 21:04:04.055434,3.274,0.0000,0.00000,1.1986,2.7868,3.2989,5.0515,15.2224%,300.000
2022-10-23 23:04:35.748044,3.273,0.0000,0.00000,1.1986,2.7713,3.2967,4.9186,15.2529%,300.000
2022-10-24 01:05:09.529831,3.271,0.0000,0.00000,1.1986,2.7885,3.2974,5.0240,15.1812%,300.000
2022-10-24 03:05:43.101272,3.270,-0.0000,0.00000,1.1986,2.7719,3.2959,4.9225,15.2316%,300.000
2022-10-24 05:06:16.584910,3.270,-0.0000,0.00000,1.1986,2.7864,3.2946,4.9962,15.3475%,300.000
2022-10-24 07:06:51.046000,3.272,-0.0000,0.00000,1.1986,2.7871,3.2980,4.9827,15.6207%,300.000
2022-10-24 09:07:25.572592,3.271,0.0000,0.00000,1.1986,2.7606,3.2991,4.9662,16.1028%,300.000
2022-10-24 11:07:57.292989,3.272,-0.0000,0.00000,1.1986,2.7486,3.2954,4.9528,17.0840%,300.000
2022-10-24 13:08:29.007891,3.275,0.0000,0.00000,1.1986,2.7909,3.3032,5.0613,18.0377%,300.000
2022-10-24 15:09:02.518002,3.274,0.0000,0.00000,1.1986,2.7318,3.2990,4.9871,17.4640%,300.000
2022-10-24 17:09:36.508006,3.273,0.0000,0.00000,1.1986,2.7875,3.3005,4.9121,16.6995%,300.000
2022-10-24 19:10:09.840038,3.274,0.0000,0.00000,1.1986,2.7641,3.2992,5.0424,16.3195%,300.000
2022-10-24 21:10:42.800642,3.273,0.0000,0.00000,1.1986,2.7742,3.2983,5.0628,16.3684%,300.000
2022-10-24 23:11:17.875896,3.275,0.0000,0.00000,1.1986,2.7496,3.3018,5.0320,17.1359%,300.000
2022-10-25 01:11:50.955382,3.274,-0.0000,0.00000,1.1986,2.7792,3.3007,4.9677,17.1420%,300.000
2022-10-25 03:12:24.611966,3.272,0.0000,0.00000,1.1986,2.7860,3.2976,5.1445,16.9024%,300.000
2022-10-25 05:12:58.793462,3.271,0.0000,0.00000,1.1986,2.7526,3.2996,4.9240,16.5713%,300.000
2022-10-25 07:13:31.809974,3.272,0.0000,0.00000,1.1986,2.7510,3.2977,4.9874,16.2676%,300.000
2022-10-25 09:14:06.568042,3.272,-0.0000,0.00000,1.1986,2.7519,3.3000,4.9284,15.8358%,300.000
2022-10-25 11:14:39.706904,3.281,0.0000,0.00000,1.1986,35.3588,3.3052,4.3608,15.5047%,300.000
2022-10-25 13:15:11.537012,3.118,0.0000,0.00000,1.1986,20.8651,2.9912,0.1666,100.0000%,300.000
2022-10-25 15:15:45.199053,22.946,-0.0000,0.00000,1.1986,44.6929,23.5485,1.9839,100.0000%,300.000
2022-10-25 17:16:19.601649,46.249,0.0000,0.00000,1.1986,75.6674,48.1960,3.1028,100.0000%,300.000
2022-10-25 19:16:53.047369,80.878,0.0000,0.00000,1.1986,117.7972,87.3481,58.5907,100.0000%,300.000
2022-10-25 21:17:26.186034,108.259,-0.0000,0.00000,1.1986,151.4006,118.0043,67.5471,100.0000%,300.000
2022-10-25 23:18:00.699011,130.928,-0.0000,0.00000,1.1986,172.8906,141.6570,69.8527,100.0000%,300.000
2022-10-26 01:18:31.971918,150.417,0.0000,0.00000,1.1986,188.1595,161.0422,70.9068,100.0000%,300.000
2022-10-26 03:19:06.053022,167.558,0.0000,0.00000,1.1986,200.4876,177.5231,71.5466,100.0000%,300.000
2022-10-26 05:19:39.180141,182.544,0.0000,0.00000,1.1986,211.2216,191.2837,72.0236,100.0000%,300.000
2022-10-26 07:20:12.526421,195.807,0.0000,0.00000,1.1986,220.6476,203.4967,72.4056,100.0000%,300.000
2022-10-26 09:20:47.832424,207.602,0.0000,0.00000,1.1986,229.0771,214.6772,72.6942,100.0000%,300.000
2022-10-26 11:21:22.747032,218.470,-0.0000,0.00000,1.1986,236.6750,224.8870,72.9596,100.0000%,300.000
